transaction_id;customer_id;date;total_amount;payment_method
108;9;28/10/2022;2599999.0;credit_card
109;4;04/08/2023;4260000.0;credit_card
110;4;26/04/2024;150000.0;credit_card
111;36;20/12/2019;5950000.0;e-wallet
112;28;20/09/2020;145000.0;cash
113;14;03/09/2021;2650000.0;e-wallet
114;31;08/07/2022;5270000.0;credit_card
115;13;18/10/2023;1860000.0;e-wallet
116;11;24/09/2024;6280000.0;credit_card
117;26;18/09/2019;5240000.0;e-wallet
118;2;22/01/2020;2450000.0;cash
119;12;21/12/2021;960000.0;credit_card
120;32;12/02/2022;9029998.0;credit_card
121;19;02/12/2023;2289999.0;credit_card
122;33;28/03/2024;450000.0;credit_card
123;24;15/12/2019;2200000.0;e-wallet
124;29;01/10/2020;1890000.0;cash
125;20;14/03/2021;4360000.0;e-wallet
126;32;23/09/2022;520000.0;credit_card
127;25;17/06/2023;1500000.0;e-wallet
128;22;10/07/2024;1850000.0;cash
129;31;18/08/2019;2590000.0;credit_card
130;16;28/10/2020;7560000.0;e-wallet
131;25;02/05/2021;1830000.0;cash
132;7;24/10/2022;2500000.0;cash
133;17;23/09/2023;3660000.0;e-wallet
134;25;23/09/2024;2510000.0;credit_card
135;19;03/06/2019;5970000.0;e-wallet
136;2;26/02/2020;1310000.0;credit_card
137;27;06/04/2021;1570000.0;credit_card
138;30;09/08/2022;1010000.0;credit_card
139;29;10/09/2023;3020000.0;credit_card
140;31;13/01/2024;4530000.0;cash
141;26;19/07/2019;2970000.0;cash
142;32;20/07/2020;3135000.0;e-wallet
143;9;21/03/2021;960000.0;credit_card
144;9;11/02/2022;1500000.0;e-wallet
145;24;09/07/2023;3925000.0;credit_card
146;30;25/01/2024;4169999.0;cash
147;26;18/02/2019;10500000.0;credit_card
148;24;08/03/2020;10199997.0;cash
149;30;14/09/2021;1500000.0;e-wallet
150;8;18/01/2022;6180000.0;credit_card
151;27;21/05/2023;4469999.0;credit_card
152;29;28/10/2024;2659999.0;cash
153;26;04/07/2019;170000.0;credit_card
154;2;08/02/2020;3750000.0;cash
155;14;11/04/2021;750000.0;cash
156;9;04/07/2022;500000.0;e-wallet
157;16;06/07/2023;8830000.0;e-wallet
158;29;19/09/2024;480000.0;cash
159;34;21/08/2019;3800000.0;e-wallet
160;7;15/12/2020;1730000.0;e-wallet
161;18;20/08/2021;8460000.0;credit_card
162;36;15/05/2022;2940000.0;credit_card
163;7;11/08/2023;340000.0;credit_card
164;5;03/01/2024;3659999.0;cash
165;36;04/09/2019;2330000.0;cash
166;20;19/07/2020;6909997.0;e-wallet
167;24;19/02/2021;2385000.0;credit_card
168;2;06/07/2022;2499999.0;credit_card
169;26;24/01/2023;5670000.0;e-wallet
170;14;15/11/2024;4215000.0;credit_card
171;6;06/01/2019;5120000.0;e-wallet
172;29;07/11/2020;3110000.0;e-wallet
173;32;08/07/2021;250000.0;cash
174;20;25/04/2022;500000.0;credit_card
175;28;13/04/2023;3450000.0;e-wallet
176;3;15/10/2024;5500000.0;credit_card
177;19;01/02/2019;5380000.0;e-wallet
178;7;19/05/2020;5000000.0;e-wallet
179;15;03/07/2021;8199997.0;e-wallet
180;10;05/04/2022;3185000.0;e-wallet
181;32;25/12/2023;3300000.0;cash
182;21;03/05/2024;770000.0;cash
183;23;15/02/2019;4970000.0;e-wallet
184;6;19/11/2020;900000.0;cash
185;13;16/09/2021;4390000.0;e-wallet
186;33;08/04/2022;5659998.0;credit_card
187;25;22/11/2023;4659998.0;cash
188;25;24/08/2024;1999999.0;cash
189;10;21/08/2019;1440000.0;credit_card
190;6;13/09/2020;510000.0;credit_card
191;34;22/03/2021;3999998.0;credit_card
192;12;25/05/2022;500000.0;e-wallet
193;19;25/03/2023;8249997.0;cash
194;25;06/04/2024;3780000.0;cash
195;3;22/11/2019;2990000.0;credit_card
196;16;27/08/2020;1180000.0;cash
197;33;27/10/2021;1220000.0;cash
198;4;18/11/2022;1505000.0;cash
199;18;05/12/2023;1220000.0;e-wallet
200;23;02/02/2024;860000.0;credit_card
201;24;11/04/2019;3999999.0;cash
202;9;20/11/2020;750000.0;e-wallet
203;10;25/10/2021;250000.0;credit_card
204;27;04/10/2022;1210000.0;credit_card
205;10;01/08/2023;5120000.0;e-wallet
206;24;18/03/2024;2470000.0;cash
207;25;24/08/2019;960000.0;e-wallet
208;7;02/07/2020;3300000.0;credit_card
209;12;23/04/2021;750000.0;credit_card
210;3;11/04/2022;2430000.0;cash
211;3;12/05/2023;8219998.0;e-wallet
212;29;06/11/2024;3720000.0;credit_card
213;28;20/02/2019;8749997.0;e-wallet
214;19;20/08/2020;4680000.0;e-wallet
215;28;26/09/2021;6774997.0;e-wallet
216;11;28/01/2022;500000.0;credit_card
217;16;13/08/2023;6099998.0;e-wallet
218;5;12/06/2024;900000.0;cash
219;12;13/12/2019;4070000.0;e-wallet
220;14;16/09/2020;300000.0;e-wallet
221;29;28/03/2021;2550000.0;cash
222;19;23/07/2022;2470000.0;cash
223;9;01/05/2023;2400000.0;cash
224;6;13/02/2024;730000.0;cash
225;5;21/05/2019;2450000.0;credit_card
226;12;17/05/2020;220000.0;e-wallet
227;20;11/04/2021;1050000.0;e-wallet
228;17;18/06/2022;5190000.0;cash
229;11;22/04/2023;2080000.0;cash
230;6;25/03/2024;435000.0;cash
231;27;21/02/2019;735000.0;cash
232;26;03/08/2020;2020000.0;e-wallet
233;22;28/05/2021;1150000.0;cash
234;33;08/02/2022;1400000.0;credit_card
235;19;14/12/2023;6750000.0;e-wallet
236;13;17/05/2024;2830000.0;credit_card
237;30;19/04/2019;3870000.0;e-wallet
238;31;01/09/2020;1980000.0;credit_card
239;24;02/11/2021;3240000.0;cash
240;33;09/12/2022;2700000.0;cash
241;22;07/07/2023;4280000.0;credit_card
242;31;20/10/2024;4969999.0;e-wallet
243;26;11/09/2019;2160000.0;cash
244;24;04/09/2020;2265000.0;cash
245;2;21/11/2021;1500000.0;cash
246;34;27/10/2022;2640000.0;e-wallet
247;27;23/05/2023;5700000.0;cash
248;9;11/06/2024;5690000.0;credit_card
249;22;25/09/2019;2985000.0;cash
250;16;10/09/2020;7560000.0;credit_card
251;32;12/08/2021;2190000.0;cash
252;35;27/11/2022;2390000.0;e-wallet
253;23;09/12/2023;1830000.0;e-wallet
254;18;04/07/2024;150000.0;cash
255;34;08/06/2019;7530000.0;credit_card
256;9;06/03/2020;460000.0;credit_card
257;21;02/09/2021;3030000.0;e-wallet
258;12;02/10/2022;2720000.0;credit_card
259;3;19/02/2023;1560000.0;credit_card
260;32;15/06/2024;2400000.0;e-wallet
261;17;24/04/2019;3500000.0;credit_card
262;26;11/12/2020;500000.0;cash
263;31;01/07/2021;4289998.0;e-wallet
264;1;12/09/2022;5830000.0;e-wallet
265;33;04/09/2023;630000.0;credit_card
266;31;24/05/2024;7650000.0;credit_card
267;35;22/04/2019;8430000.0;e-wallet
268;8;17/03/2020;1000000.0;cash
269;34;22/10/2021;4050000.0;cash
270;30;14/06/2022;3080000.0;e-wallet
271;26;24/07/2023;1720000.0;e-wallet
272;5;16/01/2024;145000.0;credit_card
273;27;15/08/2019;4260000.0;credit_card
274;9;06/07/2020;1795000.0;credit_card
275;20;24/12/2021;910000.0;cash
276;23;07/05/2022;750000.0;cash
277;27;07/01/2023;900000.0;cash
278;4;02/06/2024;2400000.0;e-wallet
279;21;10/07/2019;2550000.0;cash
280;12;16/12/2020;6774997.0;credit_card
281;27;10/10/2021;2400000.0;cash
282;10;18/10/2022;1830000.0;credit_card
283;22;28/02/2023;3690000.0;cash
284;3;26/01/2024;1740000.0;cash
285;20;07/01/2019;6950000.0;e-wallet
286;14;18/10/2020;1240000.0;credit_card
287;20;17/08/2021;435000.0;credit_card
288;31;12/07/2022;3000000.0;e-wallet
289;36;05/11/2023;1380000.0;e-wallet
290;22;24/08/2024;1790000.0;credit_card
291;11;18/06/2019;2830000.0;cash
292;4;05/02/2020;1890000.0;e-wallet
293;1;15/06/2021;2830000.0;cash
294;2;18/03/2022;4970000.0;e-wallet
295;28;04/04/2023;1440000.0;e-wallet
296;17;26/08/2024;1350000.0;credit_card
297;15;27/09/2019;4365000.0;cash
298;36;21/10/2020;600000.0;e-wallet
299;22;02/03/2021;1190000.0;cash
300;35;28/01/2022;3710000.0;e-wallet
301;20;08/06/2023;7404998.0;credit_card
302;9;24/03/2024;860000.0;e-wallet
303;5;25/09/2019;1040000.0;cash
304;18;08/11/2020;2940000.0;credit_card
305;25;10/03/2021;2500000.0;cash
306;10;26/12/2022;5249998.0;cash
307;1;12/08/2023;1250000.0;e-wallet
308;28;18/12/2024;2500000.0;e-wallet
309;36;20/03/2019;1500000.0;credit_card
310;25;18/03/2020;1060000.0;e-wallet
311;18;16/08/2021;3000000.0;e-wallet
312;5;08/08/2022;1780000.0;credit_card
313;1;27/11/2023;5829998.0;credit_card
314;9;20/08/2024;3719999.0;e-wallet
315;19;26/12/2019;3219999.0;credit_card
316;13;25/06/2020;2490000.0;cash
317;5;16/12/2021;2250000.0;credit_card
318;10;03/11/2022;1620000.0;cash
319;27;23/02/2023;1930000.0;cash
320;23;20/06/2024;920000.0;cash
321;7;09/01/2019;6630000.0;cash
322;24;25/11/2020;4000000.0;cash
323;27;27/01/2021;1800000.0;e-wallet
324;34;16/11/2022;3850000.0;cash
325;8;21/02/2023;2950000.0;e-wallet
326;36;08/11/2024;1500000.0;cash
327;28;24/10/2019;1820000.0;e-wallet
328;14;25/05/2020;6749999.0;e-wallet
329;30;22/02/2021;11159997.0;cash
330;8;28/08/2022;7230000.0;e-wallet
331;9;08/07/2023;2330000.0;e-wallet
332;27;13/06/2024;4620000.0;credit_card
333;36;10/05/2019;1700000.0;credit_card
334;1;07/10/2020;3520000.0;cash
335;29;03/10/2021;950000.0;e-wallet
336;19;19/05/2022;2950000.0;credit_card
337;24;15/03/2023;5670000.0;credit_card
338;16;15/07/2024;755000.0;e-wallet
339;14;20/09/2019;1255000.0;e-wallet
340;23;18/09/2020;4500000.0;cash
341;7;02/05/2021;1890000.0;cash
342;16;11/06/2022;1740000.0;cash
343;18;15/11/2023;2910000.0;e-wallet
344;24;11/11/2024;3780000.0;cash
345;23;13/03/2019;600000.0;credit_card
346;21;18/08/2020;3260000.0;cash
347;4;21/01/2021;1250000.0;credit_card
348;29;14/10/2022;2970000.0;cash
349;20;03/05/2023;5999997.0;credit_card
350;11;21/02/2024;2580000.0;cash
351;6;07/01/2019;1040000.0;e-wallet
352;22;23/02/2020;860000.0;e-wallet
353;7;12/02/2021;655000.0;e-wallet
354;10;19/03/2022;600000.0;cash
355;14;20/05/2023;990000.0;e-wallet
356;9;24/03/2024;445000.0;credit_card
357;6;20/06/2019;1185000.0;cash
358;20;20/06/2020;2500000.0;cash
359;32;08/10/2021;220000.0;cash
360;24;13/07/2022;6169997.0;cash
361;31;19/01/2023;250000.0;credit_card
362;26;23/09/2024;7530000.0;credit_card
363;35;03/05/2019;145000.0;cash
364;35;19/08/2020;5000000.0;cash
365;16;03/01/2021;1940000.0;e-wallet
366;12;23/01/2022;600000.0;e-wallet
367;34;12/07/2023;5134998.0;credit_card
368;18;23/02/2024;600000.0;cash
369;33;16/07/2019;1145000.0;e-wallet
370;8;17/06/2020;500000.0;e-wallet
371;24;06/10/2021;6965000.0;e-wallet
372;21;24/05/2022;3649999.0;e-wallet
373;12;02/06/2023;1510000.0;e-wallet
374;21;15/03/2024;6630000.0;e-wallet
375;16;19/11/2019;3615000.0;e-wallet
376;27;18/01/2020;1999999.0;cash
377;25;07/07/2021;1800000.0;e-wallet
378;18;08/01/2022;4680000.0;cash
379;6;05/03/2023;1440000.0;credit_card
380;4;05/12/2024;7650000.0;credit_card
381;21;09/08/2019;435000.0;e-wallet
382;7;06/04/2020;5749999.0;credit_card
383;29;09/08/2021;435000.0;e-wallet
384;20;27/01/2022;1890000.0;e-wallet
385;23;02/12/2023;500000.0;credit_card
386;29;15/04/2024;250000.0;e-wallet
387;15;27/04/2019;2360000.0;cash
388;2;21/01/2020;1980000.0;e-wallet
389;8;02/02/2021;3550000.0;cash
390;2;14/12/2022;1500000.0;e-wallet
391;29;20/04/2023;4380000.0;e-wallet
392;6;05/08/2024;1030000.0;cash
393;25;18/08/2019;2660000.0;credit_card
394;21;26/04/2020;875000.0;e-wallet
395;15;08/04/2021;3040000.0;credit_card
396;23;08/04/2022;10529997.0;cash
397;10;18/05/2023;1250000.0;credit_card
398;15;17/04/2024;7149997.0;credit_card
399;4;19/01/2019;1830000.0;e-wallet
400;24;23/02/2020;4500000.0;credit_card
401;28;11/12/2021;3710000.0;cash
402;12;24/11/2022;1890000.0;e-wallet
403;26;20/01/2023;510000.0;cash
404;7;11/10/2024;2169999.0;e-wallet
405;22;09/10/2019;3999998.0;cash
406;7;13/01/2020;1980000.0;credit_card
407;32;18/11/2021;960000.0;credit_card
408;3;11/07/2022;1999999.0;e-wallet
409;25;03/06/2023;3420000.0;e-wallet
410;2;06/12/2024;250000.0;credit_card
411;22;14/04/2019;1530000.0;cash
412;7;19/02/2020;500000.0;credit_card
413;1;10/10/2021;1700000.0;cash
414;19;28/02/2022;1650000.0;credit_card
415;35;12/10/2023;300000.0;credit_card
416;17;09/11/2024;855000.0;credit_card
417;6;14/09/2019;220000.0;cash
418;25;22/12/2020;4090000.0;credit_card
419;3;25/04/2021;145000.0;e-wallet
420;9;03/02/2022;1830000.0;credit_card
421;10;24/08/2023;2580000.0;e-wallet
422;26;17/08/2024;4380000.0;e-wallet
423;10;19/06/2019;480000.0;e-wallet
424;19;09/08/2020;2710000.0;credit_card
425;10;13/10/2021;5910000.0;credit_card
426;24;27/02/2022;3050000.0;credit_card
427;7;10/04/2023;4830000.0;credit_card
428;6;07/05/2024;2730000.0;credit_card
429;33;10/04/2019;435000.0;credit_card
430;2;27/04/2020;500000.0;e-wallet
431;4;07/09/2021;3740000.0;credit_card
432;16;20/08/2022;3659999.0;credit_card
433;6;13/07/2023;610000.0;cash
434;15;21/05/2024;1660000.0;e-wallet
435;1;20/05/2019;9150000.0;credit_card
436;23;07/11/2020;5660000.0;cash
437;33;21/09/2021;470000.0;credit_card
438;22;11/09/2022;7920000.0;credit_card
439;16;13/03/2023;1890000.0;cash
440;32;14/08/2024;1440000.0;cash
441;13;23/09/2019;9259997.0;cash
442;20;18/06/2020;3750000.0;e-wallet
443;36;11/06/2021;1670000.0;e-wallet
444;27;09/08/2022;300000.0;credit_card
445;5;17/10/2023;1300000.0;cash
446;10;11/04/2024;2830000.0;cash
447;12;11/02/2019;670000.0;e-wallet
448;18;19/04/2020;1500000.0;credit_card
449;28;14/11/2021;750000.0;credit_card
450;13;11/07/2022;750000.0;cash
451;1;23/04/2023;2500000.0;credit_card
452;33;03/07/2024;1560000.0;credit_card
453;34;22/08/2019;2999999.0;credit_card
454;2;24/04/2020;3470000.0;e-wallet
455;3;09/12/2021;480000.0;cash
456;7;23/01/2022;5250000.0;credit_card
457;10;22/06/2023;680000.0;credit_card
458;18;27/05/2024;1375000.0;cash
459;32;07/06/2019;5999997.0;cash
460;27;02/07/2020;4229999.0;e-wallet
461;6;22/03/2021;7620000.0;e-wallet
462;15;09/11/2022;610000.0;e-wallet
463;19;11/09/2023;610000.0;e-wallet
464;1;21/06/2024;3930000.0;credit_card
465;6;06/08/2019;5280000.0;credit_card
466;27;05/04/2020;2500000.0;e-wallet
467;31;20/10/2021;4710000.0;credit_card
468;31;14/10/2022;1090000.0;e-wallet
469;34;28/06/2023;8680000.0;cash
470;16;22/11/2024;1830000.0;credit_card
471;4;06/03/2019;3110000.0;credit_card
472;21;09/05/2020;3700000.0;e-wallet
473;29;28/10/2021;900000.0;credit_card
474;2;14/02/2022;610000.0;cash
475;20;22/06/2023;1220000.0;credit_card
476;30;25/09/2024;5370000.0;credit_card
477;15;12/02/2019;2580000.0;credit_card
478;32;24/06/2020;630000.0;e-wallet
479;26;27/05/2021;3250000.0;cash
480;8;22/11/2022;300000.0;cash
481;34;14/03/2023;7315000.0;credit_card
482;9;22/02/2024;7530000.0;credit_card
483;16;11/08/2019;1000000.0;credit_card
484;33;18/09/2020;3290000.0;cash
485;19;05/09/2021;660000.0;cash
486;21;18/02/2022;7260000.0;cash
487;19;17/10/2023;750000.0;credit_card
488;4;25/05/2024;5140000.0;credit_card
489;14;27/02/2019;11950000.0;cash
490;36;17/10/2020;6170000.0;cash
491;25;11/12/2021;3780000.0;e-wallet
492;13;21/10/2022;1095000.0;cash
493;13;15/05/2023;500000.0;cash
494;33;02/02/2024;1460000.0;cash
495;1;23/08/2019;1980000.0;e-wallet
496;4;26/08/2020;435000.0;credit_card
497;21;17/04/2021;2580000.0;cash
498;35;12/10/2022;8449996.0;e-wallet
499;34;27/12/2023;3750000.0;cash
500;23;21/10/2024;750000.0;cash
501;21;13/10/2019;1970000.0;cash
502;33;02/11/2020;5999997.0;cash
503;6;25/01/2021;1905000.0;e-wallet
504;28;18/01/2022;5840000.0;cash
505;10;23/02/2023;250000.0;e-wallet
506;17;27/03/2024;2060000.0;credit_card
507;28;13/07/2019;510000.0;cash
508;5;28/03/2020;2250000.0;cash
509;20;25/02/2021;2330000.0;credit_card
510;11;24/04/2022;2420000.0;cash
511;24;28/03/2023;750000.0;e-wallet
512;26;07/02/2024;3270000.0;cash
513;33;06/04/2019;1250000.0;credit_card
514;4;18/12/2020;750000.0;cash
515;13;12/11/2021;2500000.0;cash
516;5;16/05/2022;4170000.0;cash
517;24;06/08/2023;5670000.0;e-wallet
518;28;05/08/2024;4599998.0;credit_card
519;32;21/01/2019;2970000.0;credit_card
520;13;21/09/2020;1830000.0;e-wallet
521;2;07/12/2021;1560000.0;cash
522;10;08/08/2022;2880000.0;cash
523;6;17/11/2023;1605000.0;e-wallet
524;11;19/06/2024;6079999.0;e-wallet
525;15;12/02/2019;440000.0;cash
526;25;02/11/2020;4410000.0;cash
527;18;18/09/2021;4150000.0;credit_card
528;34;08/08/2022;3570000.0;credit_card
529;1;06/05/2023;2250000.0;cash
530;8;26/05/2024;640000.0;e-wallet
531;11;08/10/2019;1760000.0;cash
532;10;09/01/2020;1610000.0;cash
533;19;15/01/2021;1720000.0;credit_card
534;10;22/06/2022;3760000.0;e-wallet
535;5;13/05/2023;660000.0;e-wallet
536;27;04/06/2024;3470000.0;cash
537;9;21/03/2019;6280000.0;credit_card
538;28;26/05/2020;3885000.0;credit_card
539;28;16/05/2021;3160000.0;e-wallet
540;13;24/03/2022;4420000.0;cash
541;21;04/11/2023;5910000.0;cash
542;24;13/09/2024;6734997.0;credit_card
543;36;10/11/2019;3720000.0;cash
544;8;26/05/2020;450000.0;e-wallet
545;26;20/09/2021;1000000.0;cash
546;1;16/01/2022;2500000.0;credit_card
547;15;20/07/2023;1880000.0;credit_card
548;4;16/06/2024;4470000.0;e-wallet
549;33;06/06/2019;170000.0;credit_card
550;11;25/02/2020;3030000.0;cash
551;1;18/01/2021;5669998.0;cash
552;13;19/11/2022;440000.0;e-wallet
553;33;04/08/2023;4680000.0;credit_card
554;31;25/05/2024;1660000.0;credit_card
555;25;23/06/2019;6219997.0;credit_card
556;17;03/05/2020;4740000.0;cash
557;31;07/08/2021;5670000.0;credit_card
558;13;07/12/2022;300000.0;e-wallet
559;23;04/04/2023;2150000.0;cash
560;24;19/08/2024;435000.0;credit_card
561;18;25/10/2019;1940000.0;e-wallet
562;23;25/12/2020;6689997.0;e-wallet
563;14;04/12/2021;2250000.0;cash
564;18;11/12/2022;4080000.0;credit_card
565;24;15/11/2023;4560000.0;e-wallet
566;16;07/11/2024;300000.0;cash
567;12;05/11/2019;6159998.0;cash
568;36;04/02/2020;1220000.0;e-wallet
569;31;24/02/2021;2640000.0;credit_card
570;23;04/02/2022;2400000.0;cash
571;12;11/08/2023;4380000.0;credit_card
572;10;26/06/2024;3550000.0;credit_card
573;22;11/05/2019;3160000.0;cash
574;29;19/09/2020;1110000.0;credit_card
575;9;09/06/2021;3500000.0;cash
576;5;02/12/2022;3125000.0;credit_card
577;6;08/11/2023;1670000.0;credit_card
578;11;22/01/2024;2880000.0;credit_card
579;36;23/10/2019;9540000.0;cash
580;28;16/08/2020;3220000.0;e-wallet
581;10;01/07/2021;1720000.0;e-wallet
582;32;01/11/2022;890000.0;credit_card
583;36;08/11/2023;4520000.0;cash
584;16;21/08/2024;650000.0;credit_card
585;19;15/03/2019;1510000.0;credit_card
586;4;04/01/2020;2400000.0;e-wallet
587;1;11/10/2021;1045000.0;credit_card
588;22;02/01/2022;440000.0;credit_card
589;12;27/05/2023;435000.0;e-wallet
590;16;08/11/2024;900000.0;e-wallet
591;7;13/05/2019;3390000.0;credit_card
592;36;16/02/2020;2820000.0;e-wallet
593;14;21/01/2021;290000.0;e-wallet
594;8;01/10/2022;3379999.0;cash
595;16;03/05/2023;7749997.0;credit_card
596;35;16/01/2024;2470000.0;cash
597;2;24/11/2019;4220000.0;e-wallet
598;35;19/10/2020;6030000.0;credit_card
599;36;17/04/2021;740000.0;credit_card
600;33;06/12/2022;735000.0;cash
601;5;17/10/2023;960000.0;cash
602;21;11/12/2024;2360000.0;cash
603;13;07/02/2019;2220000.0;cash
604;17;08/02/2020;990000.0;e-wallet
605;32;26/02/2021;5435000.0;credit_card
606;4;02/09/2022;450000.0;credit_card
607;7;08/03/2023;660000.0;e-wallet
608;16;24/06/2024;435000.0;cash
609;23;22/12/2019;145000.0;e-wallet
610;36;11/12/2020;3020000.0;cash
611;24;14/12/2021;3250000.0;credit_card
612;17;15/08/2022;1200000.0;e-wallet
613;20;08/02/2023;435000.0;credit_card
614;18;02/04/2024;1500000.0;e-wallet
615;16;26/05/2019;2370000.0;cash
616;21;16/10/2020;2670000.0;cash
617;25;25/01/2021;1600000.0;credit_card
618;1;10/10/2022;8369997.0;credit_card
619;10;24/03/2023;4410000.0;credit_card
620;26;11/04/2024;4970000.0;cash
621;33;05/12/2019;3360000.0;credit_card
622;36;03/04/2020;1760000.0;credit_card
623;27;12/11/2021;1460000.0;credit_card
624;29;02/05/2022;340000.0;e-wallet
625;10;24/01/2023;1220000.0;cash
626;1;26/09/2024;950000.0;credit_card
627;35;18/04/2019;8460000.0;credit_card
628;2;22/12/2020;500000.0;credit_card
629;13;15/07/2021;2580000.0;e-wallet
630;18;01/07/2022;960000.0;cash
631;7;28/08/2023;450000.0;e-wallet
632;30;08/01/2024;2490000.0;credit_card
633;2;12/09/2019;440000.0;credit_card
634;4;27/08/2020;4149998.0;cash
635;9;13/03/2021;2860000.0;cash
636;10;20/11/2022;450000.0;cash
637;9;10/04/2023;860000.0;cash
638;11;18/07/2024;1000000.0;cash
639;10;14/02/2019;8640000.0;credit_card
640;18;04/04/2020;2880000.0;e-wallet
641;15;01/06/2021;3330000.0;cash
642;31;28/07/2022;500000.0;credit_card
643;15;25/02/2023;620000.0;credit_card
644;14;15/01/2024;6709998.0;credit_card
645;3;11/12/2019;5070000.0;cash
646;3;15/02/2020;660000.0;e-wallet
647;26;13/03/2021;300000.0;cash
648;29;25/11/2022;1720000.0;credit_card
649;4;27/05/2023;4690000.0;e-wallet
650;35;14/05/2024;900000.0;e-wallet
651;13;09/10/2019;7065000.0;cash
652;8;12/12/2020;6150000.0;cash
