customer_id,product_id,year,quarter,preference_score,age,gender,city,membership_level,category,brand,price,quantity,unit_price,total_amount
7,8.0,2023,3,0.38047842578444563,21,M,Medan,silver,3,Brand C,300000.0,3.0,300000.0,7150000.0
7,2.0,2023,3,0.7908960195851783,21,M,Medan,silver,2,Brand B,1250000.0,2.0,1250000.0,7150000.0
7,2.0,2023,3,0.8049950852249775,21,M,Medan,silver,2,Brand B,1250000.0,3.0,1250000.0,7150000.0
19,4.0,2024,3,0.6143139437509294,39,F,Medan,gold,2,Brand D,150000.0,2.0,150000.0,2160000.0
19,2.0,2024,3,1.0,39,F,Medan,gold,2,Brand B,1250000.0,1.0,1250000.0,2160000.0
19,14.0,2024,3,0.9158622947202342,39,F,Medan,gold,5,Brand D,610000.0,1.0,610000.0,2160000.0
25,6.0,2019,3,0.8041008587769694,42,F,Jakarta,platinum,1,Brand A,1999999.0,1.0,1999999.0,2339999.0
25,11.0,2019,3,1.0,42,F,Jakarta,platinum,3,Brand A,170000.0,2.0,170000.0,2339999.0
5,5.0,2020,2,0.45447565618039765,33,M,Makassar,silver,2,Brand E,750000.0,3.0,750000.0,7920000.0
5,12.0,2020,2,0.7308893978245762,33,M,Makassar,silver,3,Brand B,1890000.0,3.0,1890000.0,7920000.0
15,5.0,2021,3,0.8393164117423857,36,M,Surabaya,gold,2,Brand E,750000.0,1.0,750000.0,1200000.0
15,4.0,2021,3,0.9150781676175994,36,M,Surabaya,gold,2,Brand D,150000.0,3.0,150000.0,1200000.0
21,3.0,2022,2,0.697279117311517,44,F,Jakarta,platinum,2,Brand C,500000.0,2.0,500000.0,1500000.0
21,3.0,2022,2,0.6236235580307171,44,F,Jakarta,platinum,2,Brand C,500000.0,1.0,500000.0,1500000.0
36,6.0,2023,3,0.358885296937825,22,M,Surabaya,silver,1,Brand A,1999999.0,1.0,1999999.0,3499999.0
36,3.0,2023,3,0.37958635620367764,22,M,Surabaya,silver,2,Brand C,500000.0,3.0,500000.0,3499999.0
32,13.0,2024,1,0.33419047804007723,25,M,Surabaya,silver,4,Brand C,145000.0,3.0,145000.0,435000.0
28,5.0,2019,1,0.7320320696746054,20,M,Surabaya,silver,2,Brand E,750000.0,3.0,750000.0,3370000.0
28,14.0,2019,1,0.676193599908877,20,M,Surabaya,silver,5,Brand D,610000.0,1.0,610000.0,3370000.0
28,11.0,2019,1,0.6255458613017995,20,M,Surabaya,silver,3,Brand A,170000.0,3.0,170000.0,3370000.0
8,8.0,2020,3,0.774961974007814,60,F,Bandung,gold,3,Brand C,300000.0,1.0,300000.0,300000.0
17,9.0,2021,2,0.43596750523542127,50,F,Jakarta,platinum,3,Brand D,220000.0,3.0,220000.0,2809999.0
17,4.0,2021,2,0.8880580675203708,50,F,Jakarta,platinum,2,Brand D,150000.0,1.0,150000.0,2809999.0
17,6.0,2021,2,0.7306280620329683,50,F,Jakarta,platinum,1,Brand A,1999999.0,1.0,1999999.0,2809999.0
35,15.0,2022,1,0.9364880105655541,39,F,Medan,gold,6,Brand E,990000.0,2.0,990000.0,2130000.0
35,4.0,2022,1,0.9932614921895789,39,F,Medan,gold,2,Brand D,150000.0,1.0,150000.0,2130000.0
16,13.0,2023,1,0.7994139726511175,17,m,Bali,silver,4,Brand C,145000.0,1.0,145000.0,2545000.0
16,3.0,2023,1,0.7336038902115387,17,m,Bali,silver,2,Brand C,500000.0,3.0,500000.0,2545000.0
16,8.0,2023,1,0.6697124302069662,17,m,Bali,silver,3,Brand C,300000.0,3.0,300000.0,2545000.0
11,13.0,2024,3,0.9000788323217627,55,M,Makassar,gold,4,Brand C,145000.0,3.0,145000.0,6105000.0
11,12.0,2024,3,0.6241740002509534,55,M,Makassar,gold,3,Brand B,1890000.0,1.0,1890000.0,6105000.0
11,12.0,2024,3,0.991160899216281,55,M,Makassar,gold,3,Brand B,1890000.0,2.0,1890000.0,6105000.0
26,2.0,2019,3,0.538805216736558,23,M,Bandung,bronze,2,Brand B,1250000.0,2.0,1250000.0,2500000.0
2,1.0,2020,2,0.8160514509381014,35,F,Bandung,silver,1,Brand A,250000.0,1.0,250000.0,2720000.0
2,2.0,2020,2,0.21741164441820499,35,F,Bandung,silver,2,Brand B,1250000.0,1.0,1250000.0,2720000.0
2,14.0,2020,2,0.3471128843111389,35,F,Bandung,silver,5,Brand D,610000.0,2.0,610000.0,2720000.0
5,12.0,2021,2,0.5891687680614108,33,M,Makassar,silver,3,Brand B,1890000.0,3.0,1890000.0,5670000.0
31,11.0,2022,2,0.6487495456292371,48,F,Medan,gold,3,Brand A,170000.0,2.0,170000.0,340000.0
23,11.0,2023,4,0.4668654366471269,32,F,Medan,gold,3,Brand A,170000.0,3.0,170000.0,4340000.0
23,2.0,2023,4,0.6720218554865983,32,F,Medan,gold,2,Brand B,1250000.0,1.0,1250000.0,4340000.0
23,7.0,2023,4,0.8572895231388775,32,F,Medan,gold,3,Brand B,860000.0,3.0,860000.0,4340000.0
22,7.0,2024,1,0.8876237375959345,27,M,Bandung,bronze,3,Brand B,860000.0,1.0,860000.0,860000.0
18,2.0,2019,4,0.5170093411026793,22,M,Bandung,bronze,2,Brand B,1250000.0,1.0,1250000.0,2370000.0
18,11.0,2019,4,0.3342016536638185,22,M,Bandung,bronze,3,Brand A,170000.0,3.0,170000.0,2370000.0
18,14.0,2019,4,0.700929527440907,22,M,Bandung,bronze,5,Brand D,610000.0,1.0,610000.0,2370000.0
6,15.0,2020,2,0.39437643189815375,45,F,Jakarta,bronze,6,Brand E,990000.0,1.0,990000.0,1990000.0
6,3.0,2020,2,0.5163631156444655,45,F,Jakarta,bronze,2,Brand C,500000.0,2.0,500000.0,1990000.0
1,12.0,2021,4,0.17644992082051286,29,M,Jakarta,bronze,3,Brand B,1890000.0,3.0,1890000.0,6105000.0
1,13.0,2021,4,0.5872391949050901,29,M,Jakarta,bronze,4,Brand C,145000.0,3.0,145000.0,6105000.0
32,12.0,2022,2,0.9964012714280672,25,M,Surabaya,silver,3,Brand B,1890000.0,3.0,1890000.0,8419999.0
32,1.0,2022,2,0.3528677245946461,25,M,Surabaya,silver,1,Brand A,250000.0,3.0,250000.0,8419999.0
32,6.0,2022,2,0.4533871808335444,25,M,Surabaya,silver,1,Brand A,1999999.0,1.0,1999999.0,8419999.0
4,2.0,2023,4,0.5612531330130897,28,F,Surabaya,platinum,2,Brand B,1250000.0,1.0,1250000.0,8750000.0
4,2.0,2023,4,0.9499240606979138,28,F,Surabaya,platinum,2,Brand B,1250000.0,3.0,1250000.0,8750000.0
4,2.0,2023,4,0.997630231791365,28,F,Surabaya,platinum,2,Brand B,1250000.0,3.0,1250000.0,8750000.0
16,10.0,2024,4,0.7221703277156509,17,m,Bali,silver,3,Brand E,480000.0,1.0,480000.0,480000.0
27,5.0,2019,3,0.8995267923989043,37,F,Medan,gold,2,Brand E,750000.0,2.0,750000.0,1500000.0
9,8.0,2020,3,0.783904960551873,26,M,Surabaya,platinum,3,Brand C,300000.0,3.0,300000.0,900000.0
7,15.0,2021,1,0.8477291869726795,21,M,Medan,silver,6,Brand E,990000.0,1.0,990000.0,1980000.0
7,15.0,2021,1,0.8562526366647507,21,M,Medan,silver,6,Brand E,990000.0,1.0,990000.0,1980000.0
24,10.0,2022,3,0.8913848436958075,19,M,Surabaya,silver,3,Brand E,480000.0,3.0,480000.0,1660000.0
24,9.0,2022,3,0.881494826980725,19,M,Surabaya,silver,3,Brand D,220000.0,1.0,220000.0,1660000.0
36,2.0,2023,3,0.6014591716779426,22,M,Surabaya,silver,2,Brand B,1250000.0,1.0,1250000.0,6920000.0
36,12.0,2023,3,0.9433238174782266,22,M,Surabaya,silver,3,Brand B,1890000.0,3.0,1890000.0,6920000.0
10,11.0,2024,3,0.6403579162453453,38,F,Jakarta,bronze,3,Brand A,170000.0,3.0,170000.0,510000.0
17,14.0,2019,4,0.6729506810214734,50,F,Jakarta,platinum,5,Brand D,610000.0,2.0,610000.0,1470000.0
17,1.0,2019,4,0.8688873199855309,50,F,Jakarta,platinum,1,Brand A,250000.0,1.0,250000.0,1470000.0
22,12.0,2020,2,0.6569352224319419,27,M,Bandung,bronze,3,Brand B,1890000.0,2.0,1890000.0,5250000.0
22,9.0,2020,2,0.4867893948219364,27,M,Bandung,bronze,3,Brand D,220000.0,1.0,220000.0,5250000.0
22,2.0,2020,2,0.5452792052528974,27,M,Bandung,bronze,2,Brand B,1250000.0,1.0,1250000.0,5250000.0
10,1.0,2021,1,0.4929522662224766,38,F,Jakarta,bronze,1,Brand A,250000.0,2.0,250000.0,500000.0
24,6.0,2022,1,0.4370320740259601,19,M,Surabaya,silver,1,Brand A,1999999.0,3.0,1999999.0,5999997.0
27,1.0,2023,2,0.6268539462719565,37,F,Medan,gold,1,Brand A,250000.0,1.0,250000.0,4030000.0
27,12.0,2023,2,0.5314716388133813,37,F,Medan,gold,3,Brand B,1890000.0,2.0,1890000.0,4030000.0
27,14.0,2024,2,0.9497273366246801,37,F,Medan,gold,5,Brand D,610000.0,1.0,610000.0,1830000.0
27,14.0,2024,2,0.8427640363530964,37,F,Medan,gold,5,Brand D,610000.0,2.0,610000.0,1830000.0
15,1.0,2019,2,0.821434415594569,36,M,Surabaya,gold,1,Brand A,250000.0,3.0,250000.0,750000.0
13,11.0,2020,4,0.6297755954869819,24,M,Medan,platinum,3,Brand A,170000.0,3.0,170000.0,3090000.0
13,7.0,2020,4,0.9891730455089782,24,M,Medan,platinum,3,Brand B,860000.0,3.0,860000.0,3090000.0
35,10.0,2021,3,0.5540324179875026,39,F,Medan,gold,3,Brand E,480000.0,2.0,480000.0,960000.0
3,10.0,2022,1,0.7555277015921408,40,M,Medan,gold,3,Brand E,480000.0,3.0,480000.0,3940000.0
3,2.0,2022,1,0.8741939791567902,40,M,Medan,gold,2,Brand B,1250000.0,2.0,1250000.0,3940000.0
13,11.0,2023,3,0.7922645933474509,24,M,Medan,platinum,3,Brand A,170000.0,3.0,170000.0,6350000.0
13,12.0,2023,3,0.9228896659032496,24,M,Medan,platinum,3,Brand B,1890000.0,3.0,1890000.0,6350000.0
13,11.0,2023,3,0.7906939103114123,24,M,Medan,platinum,3,Brand A,170000.0,1.0,170000.0,6350000.0
24,11.0,2024,4,0.9644012627254271,19,M,Surabaya,silver,3,Brand A,170000.0,1.0,170000.0,3950000.0
24,12.0,2024,4,0.7111664647019084,19,M,Surabaya,silver,3,Brand B,1890000.0,2.0,1890000.0,3950000.0
33,9.0,2019,3,0.9042270836635747,53,F,Jakarta,platinum,3,Brand D,220000.0,1.0,220000.0,520000.0
33,4.0,2019,3,0.8874979549085587,53,F,Jakarta,platinum,2,Brand D,150000.0,2.0,150000.0,520000.0
25,5.0,2020,2,1.0,42,F,Jakarta,platinum,2,Brand E,750000.0,2.0,750000.0,1500000.0
14,8.0,2021,4,0.7940114678724578,43,F,Jakarta,bronze,3,Brand C,300000.0,3.0,300000.0,1350000.0
14,4.0,2021,4,0.29008938227281644,43,F,Jakarta,bronze,2,Brand D,150000.0,3.0,150000.0,1350000.0
31,10.0,2022,2,0.5136682871934065,48,F,Medan,gold,3,Brand E,480000.0,2.0,480000.0,2550000.0
31,2.0,2022,2,0.6681267821565218,48,F,Medan,gold,2,Brand B,1250000.0,1.0,1250000.0,2550000.0
31,11.0,2022,2,0.8471575763347664,48,F,Medan,gold,3,Brand A,170000.0,2.0,170000.0,2550000.0
15,14.0,2023,2,0.5220557249526542,36,M,Surabaya,gold,5,Brand D,610000.0,1.0,610000.0,4180000.0
15,8.0,2023,2,0.5431756305975822,36,M,Surabaya,gold,3,Brand C,300000.0,2.0,300000.0,4180000.0
15,15.0,2023,2,0.35336669674972965,36,M,Surabaya,gold,6,Brand E,990000.0,3.0,990000.0,4180000.0
13,1.0,2024,4,0.6424766078148558,24,M,Medan,platinum,1,Brand A,250000.0,1.0,250000.0,690000.0
13,13.0,2024,4,1.0,24,M,Medan,platinum,4,Brand C,145000.0,2.0,145000.0,690000.0
13,4.0,2024,4,0.7847382168684567,24,M,Medan,platinum,2,Brand D,150000.0,1.0,150000.0,690000.0
34,3.0,2019,4,0.5413750611283842,29,M,Bandung,bronze,2,Brand C,500000.0,2.0,500000.0,1510000.0
34,11.0,2019,4,0.4903261621257551,29,M,Bandung,bronze,3,Brand A,170000.0,3.0,170000.0,1510000.0
36,14.0,2020,3,0.47718069011684194,22,M,Surabaya,silver,5,Brand D,610000.0,3.0,610000.0,2130000.0
36,8.0,2020,3,0.6218148583995217,22,M,Surabaya,silver,3,Brand C,300000.0,1.0,300000.0,2130000.0
31,13.0,2021,4,0.6010544645595884,48,F,Medan,gold,4,Brand C,145000.0,3.0,145000.0,1335000.0
31,8.0,2021,4,0.687904467325594,48,F,Medan,gold,3,Brand C,300000.0,3.0,300000.0,1335000.0
16,6.0,2022,3,0.5359704448528152,17,m,Bali,silver,1,Brand A,1999999.0,2.0,1999999.0,6969998.0
16,15.0,2022,3,0.34941667841733837,17,m,Bali,silver,6,Brand E,990000.0,3.0,990000.0,6969998.0
6,4.0,2023,2,0.5772826046814208,45,F,Jakarta,bronze,2,Brand D,150000.0,1.0,150000.0,7869997.0
6,7.0,2023,2,0.6842050518773161,45,F,Jakarta,bronze,3,Brand B,860000.0,2.0,860000.0,7869997.0
6,6.0,2023,2,0.49113191848327203,45,F,Jakarta,bronze,1,Brand A,1999999.0,3.0,1999999.0,7869997.0
30,12.0,2024,4,0.6366792105166235,34,M,Bandung,bronze,3,Brand B,1890000.0,1.0,1890000.0,5440000.0
30,14.0,2024,4,0.5768986291832411,34,M,Bandung,bronze,5,Brand D,610000.0,3.0,610000.0,5440000.0
30,7.0,2024,4,0.504371925311779,34,M,Bandung,bronze,3,Brand B,860000.0,2.0,860000.0,5440000.0
1,12.0,2019,3,0.4708568319626735,29,M,Jakarta,bronze,3,Brand B,1890000.0,3.0,1890000.0,7320000.0
1,9.0,2019,3,0.5561090596653712,29,M,Jakarta,bronze,3,Brand D,220000.0,3.0,220000.0,7320000.0
1,15.0,2019,3,0.6998949665825343,29,M,Jakarta,bronze,6,Brand E,990000.0,1.0,990000.0,7320000.0
32,11.0,2020,2,0.7142971270380077,25,M,Surabaya,silver,3,Brand A,170000.0,3.0,170000.0,800000.0
32,13.0,2020,2,0.5855439504299657,25,M,Surabaya,silver,4,Brand C,145000.0,2.0,145000.0,800000.0
11,10.0,2021,4,0.49835801670365715,55,M,Makassar,gold,3,Brand E,480000.0,3.0,480000.0,2030000.0
11,1.0,2021,4,0.46132390265672285,55,M,Makassar,gold,1,Brand A,250000.0,1.0,250000.0,2030000.0
11,11.0,2021,4,0.5590964724329416,55,M,Makassar,gold,3,Brand A,170000.0,2.0,170000.0,2030000.0
9,8.0,2022,4,0.9730327439495239,26,M,Surabaya,platinum,3,Brand C,300000.0,2.0,300000.0,600000.0
22,14.0,2023,4,0.2970919655750691,27,M,Bandung,bronze,5,Brand D,610000.0,1.0,610000.0,910000.0
22,8.0,2023,4,0.2280954177551332,27,M,Bandung,bronze,3,Brand C,300000.0,1.0,300000.0,910000.0
35,13.0,2024,1,0.8114703166963999,39,F,Medan,gold,4,Brand C,145000.0,1.0,145000.0,145000.0
16,11.0,2019,2,0.6747122503602292,17,m,Bali,silver,3,Brand A,170000.0,1.0,170000.0,650000.0
16,10.0,2019,2,0.2705382169257255,17,m,Bali,silver,3,Brand E,480000.0,1.0,480000.0,650000.0
30,2.0,2020,3,0.47951896716236125,34,M,Bandung,bronze,2,Brand B,1250000.0,1.0,1250000.0,2480000.0
30,5.0,2020,3,0.5810360767618394,34,M,Bandung,bronze,2,Brand E,750000.0,1.0,750000.0,2480000.0
30,10.0,2020,3,0.7871927413768983,34,M,Bandung,bronze,3,Brand E,480000.0,1.0,480000.0,2480000.0
20,14.0,2021,4,0.8353200917752168,30,M,Surabaya,silver,5,Brand D,610000.0,3.0,610000.0,5760000.0
20,4.0,2021,4,0.6694729866679668,30,M,Surabaya,silver,2,Brand D,150000.0,1.0,150000.0,5760000.0
20,12.0,2021,4,0.5597198525111481,30,M,Surabaya,silver,3,Brand B,1890000.0,2.0,1890000.0,5760000.0
8,9.0,2022,1,0.7098892999815736,60,F,Bandung,gold,3,Brand D,220000.0,3.0,220000.0,660000.0
22,11.0,2023,1,0.31447880590742877,27,M,Bandung,bronze,3,Brand A,170000.0,2.0,170000.0,2230000.0
22,12.0,2023,1,0.09192472603321994,27,M,Bandung,bronze,3,Brand B,1890000.0,1.0,1890000.0,2230000.0
28,13.0,2024,2,0.8100743435265365,20,M,Surabaya,silver,4,Brand C,145000.0,3.0,145000.0,1325000.0
28,13.0,2024,2,0.2970620762630674,20,M,Surabaya,silver,4,Brand C,145000.0,2.0,145000.0,1325000.0
28,8.0,2024,2,0.55975186815386,20,M,Surabaya,silver,3,Brand C,300000.0,2.0,300000.0,1325000.0
18,4.0,2019,3,0.4699038086661377,22,M,Bandung,bronze,2,Brand D,150000.0,2.0,150000.0,1740000.0
18,10.0,2019,3,0.820727194873768,22,M,Bandung,bronze,3,Brand E,480000.0,3.0,480000.0,1740000.0
25,4.0,2020,3,0.7667269191522692,42,F,Jakarta,platinum,2,Brand D,150000.0,2.0,150000.0,590000.0
25,13.0,2020,3,0.5023355434557586,42,F,Jakarta,platinum,4,Brand C,145000.0,2.0,145000.0,590000.0
22,9.0,2021,3,0.860846727471191,27,M,Bandung,bronze,3,Brand D,220000.0,1.0,220000.0,220000.0
6,8.0,2022,2,0.22481287251065254,45,F,Jakarta,bronze,3,Brand C,300000.0,3.0,300000.0,4980000.0
6,12.0,2022,2,0.5504280607737808,45,F,Jakarta,bronze,3,Brand B,1890000.0,2.0,1890000.0,4980000.0
6,8.0,2022,2,0.6609534557094727,45,F,Jakarta,bronze,3,Brand C,300000.0,1.0,300000.0,4980000.0
6,10.0,2023,3,0.6044161777105869,45,F,Jakarta,bronze,3,Brand E,480000.0,2.0,480000.0,2300000.0
6,8.0,2023,3,0.26862806538373907,45,F,Jakarta,bronze,3,Brand C,300000.0,3.0,300000.0,2300000.0
6,9.0,2023,3,0.6504925236922943,45,F,Jakarta,bronze,3,Brand D,220000.0,2.0,220000.0,2300000.0
28,4.0,2024,3,0.27660189893301895,20,M,Surabaya,silver,2,Brand D,150000.0,1.0,150000.0,2040000.0
28,12.0,2024,3,0.7853365529582876,20,M,Surabaya,silver,3,Brand B,1890000.0,1.0,1890000.0,2040000.0
21,4.0,2019,1,0.7057831366561971,44,F,Jakarta,platinum,2,Brand D,150000.0,1.0,150000.0,150000.0
31,5.0,2020,3,0.8442802482298688,48,F,Medan,gold,2,Brand E,750000.0,1.0,750000.0,2110000.0
31,14.0,2020,3,0.5440652363421306,48,F,Medan,gold,5,Brand D,610000.0,1.0,610000.0,2110000.0
31,5.0,2020,3,1.0,48,F,Medan,gold,2,Brand E,750000.0,1.0,750000.0,2110000.0
24,1.0,2021,2,0.760860647742625,19,M,Surabaya,silver,1,Brand A,250000.0,1.0,250000.0,690000.0
24,9.0,2021,2,0.7424024052407115,19,M,Surabaya,silver,3,Brand D,220000.0,2.0,220000.0,690000.0
9,8.0,2022,4,0.49909862103456293,26,M,Surabaya,platinum,3,Brand C,300000.0,2.0,300000.0,2599999.0
9,6.0,2022,4,0.5688617300748402,26,M,Surabaya,platinum,1,Brand A,1999999.0,1.0,1999999.0,2599999.0
4,2.0,2023,3,0.7821677573024876,28,F,Surabaya,platinum,2,Brand B,1250000.0,3.0,1250000.0,4260000.0
4,11.0,2023,3,0.503120756236038,28,F,Surabaya,platinum,3,Brand A,170000.0,3.0,170000.0,4260000.0
4,4.0,2024,2,0.8717494066241132,28,F,Surabaya,platinum,2,Brand D,150000.0,1.0,150000.0,150000.0
36,7.0,2019,4,0.806986054785552,22,M,Surabaya,silver,3,Brand B,860000.0,2.0,860000.0,5950000.0
36,15.0,2019,4,0.3716921332279107,22,M,Surabaya,silver,6,Brand E,990000.0,2.0,990000.0,5950000.0
36,5.0,2019,4,0.7156420130337497,22,M,Surabaya,silver,2,Brand E,750000.0,3.0,750000.0,5950000.0
28,13.0,2020,3,0.45481215793720325,20,M,Surabaya,silver,4,Brand C,145000.0,1.0,145000.0,145000.0
14,2.0,2021,3,0.48078046396870866,43,F,Jakarta,bronze,2,Brand B,1250000.0,1.0,1250000.0,2650000.0
14,1.0,2021,3,0.6229705794748007,43,F,Jakarta,bronze,1,Brand A,250000.0,2.0,250000.0,2650000.0
14,8.0,2021,3,0.5768180283004868,43,F,Jakarta,bronze,3,Brand C,300000.0,3.0,300000.0,2650000.0
31,14.0,2022,3,0.4469419220196261,48,F,Medan,gold,5,Brand D,610000.0,2.0,610000.0,5270000.0
31,2.0,2022,3,0.7326469039668758,48,F,Medan,gold,2,Brand B,1250000.0,3.0,1250000.0,5270000.0
31,4.0,2022,3,0.4779587977637172,48,F,Medan,gold,2,Brand D,150000.0,2.0,150000.0,5270000.0
13,14.0,2023,4,0.760623940595741,24,M,Medan,platinum,5,Brand D,610000.0,1.0,610000.0,1860000.0
13,2.0,2023,4,1.0,24,M,Medan,platinum,2,Brand B,1250000.0,1.0,1250000.0,1860000.0
11,2.0,2024,3,0.542490939614723,55,M,Makassar,gold,2,Brand B,1250000.0,2.0,1250000.0,6280000.0
11,12.0,2024,3,0.5783695491097082,55,M,Makassar,gold,3,Brand B,1890000.0,2.0,1890000.0,6280000.0
26,1.0,2019,3,0.7256206838649316,23,M,Bandung,bronze,1,Brand A,250000.0,2.0,250000.0,5240000.0
26,12.0,2019,3,0.5224623477498234,23,M,Bandung,bronze,3,Brand B,1890000.0,2.0,1890000.0,5240000.0
26,10.0,2019,3,0.48275665760311826,23,M,Bandung,bronze,3,Brand E,480000.0,2.0,480000.0,5240000.0
2,1.0,2020,1,0.6407341585457406,35,F,Bandung,silver,1,Brand A,250000.0,3.0,250000.0,2450000.0
2,14.0,2020,1,0.3910795937682771,35,F,Bandung,silver,5,Brand D,610000.0,2.0,610000.0,2450000.0
2,10.0,2020,1,0.7493926918838324,35,F,Bandung,silver,3,Brand E,480000.0,1.0,480000.0,2450000.0
12,10.0,2021,4,0.37989616218475425,31,F,Bandung,silver,3,Brand E,480000.0,2.0,480000.0,960000.0
32,2.0,2022,1,0.671646349101327,25,M,Surabaya,silver,2,Brand B,1250000.0,1.0,1250000.0,9029998.0
32,6.0,2022,1,0.3959591910840839,25,M,Surabaya,silver,1,Brand A,1999999.0,2.0,1999999.0,9029998.0
32,12.0,2022,1,0.8295762852033874,25,M,Surabaya,silver,3,Brand B,1890000.0,2.0,1890000.0,9029998.0
19,6.0,2023,4,0.8290628569922207,39,F,Medan,gold,1,Brand A,1999999.0,1.0,1999999.0,2289999.0
19,13.0,2023,4,0.7985645969556072,39,F,Medan,gold,4,Brand C,145000.0,2.0,145000.0,2289999.0
33,4.0,2024,1,0.6413546237573443,53,F,Jakarta,platinum,2,Brand D,150000.0,3.0,150000.0,450000.0
24,9.0,2019,4,0.4060083877173364,19,M,Surabaya,silver,3,Brand D,220000.0,1.0,220000.0,2200000.0
24,15.0,2019,4,0.8991768584671581,19,M,Surabaya,silver,6,Brand E,990000.0,2.0,990000.0,2200000.0
29,12.0,2020,4,0.8803765248952798,41,F,Jakarta,platinum,3,Brand B,1890000.0,1.0,1890000.0,1890000.0
20,2.0,2021,1,0.4653448399097383,30,M,Surabaya,silver,2,Brand B,1250000.0,3.0,1250000.0,4360000.0
20,14.0,2021,1,0.5490173310837668,30,M,Surabaya,silver,5,Brand D,610000.0,1.0,610000.0,4360000.0
32,4.0,2022,3,0.3731794574586967,25,M,Surabaya,silver,2,Brand D,150000.0,2.0,150000.0,520000.0
32,9.0,2022,3,0.503289885892852,25,M,Surabaya,silver,3,Brand D,220000.0,1.0,220000.0,520000.0
25,5.0,2023,2,0.8356094197584679,42,F,Jakarta,platinum,2,Brand E,750000.0,2.0,750000.0,1500000.0
22,11.0,2024,3,0.640639647986876,27,M,Bandung,bronze,3,Brand A,170000.0,2.0,170000.0,1850000.0
22,14.0,2024,3,0.39565414921804964,27,M,Bandung,bronze,5,Brand D,610000.0,1.0,610000.0,1850000.0
22,8.0,2024,3,0.8489869420454298,27,M,Bandung,bronze,3,Brand C,300000.0,3.0,300000.0,1850000.0
31,15.0,2019,3,0.8231697518874288,48,F,Medan,gold,6,Brand E,990000.0,2.0,990000.0,2590000.0
31,14.0,2019,3,0.46370827725895064,48,F,Medan,gold,5,Brand D,610000.0,1.0,610000.0,2590000.0
16,12.0,2020,4,0.9385031835425068,17,m,Bali,silver,3,Brand B,1890000.0,2.0,1890000.0,7560000.0
16,12.0,2020,4,0.6840597922372434,17,m,Bali,silver,3,Brand B,1890000.0,2.0,1890000.0,7560000.0
25,14.0,2021,2,0.6685658410429983,42,F,Jakarta,platinum,5,Brand D,610000.0,1.0,610000.0,1830000.0
25,14.0,2021,2,0.6318445201119023,42,F,Jakarta,platinum,5,Brand D,610000.0,2.0,610000.0,1830000.0
